transaction_id,timestamp,amount,feature1,feature2,label
159,2023-01-01 00:02:39,318.06,0.47,3.87,0
160,2023-01-01 00:02:40,223.18,0.95,3.92,0
161,2023-01-01 00:02:41,468.16,0.72,4.29,0
162,2023-01-01 00:02:42,51.6,0.39,0.16,0
163,2023-01-01 00:02:43,250.41,0.75,2.78,0
164,2023-01-01 00:02:44,394.74,0.54,0.99,0
165,2023-01-01 00:02:45,499.63,0.54,3.39,0
166,2023-01-01 00:02:46,347.43,0.66,2.02,0
167,2023-01-01 00:02:47,96.0,0.1,1.63,0
168,2023-01-01 00:02:48,444.07,0.88,3.48,1
169,2023-01-01 00:02:49,312.8,0.98,3.53,0
170,2023-01-01 00:02:50,350.94,0.41,3.83,0
171,2023-01-01 00:02:51,328.28,0.68,0.98,0
172,2023-01-01 00:02:52,365.97,0.61,3.85,0
173,2023-01-01 00:02:53,14.92,0.8,1.07,0
174,2023-01-01 00:02:54,275.29,0.18,3.67,0
175,2023-01-01 00:02:55,473.55,0.35,4.58,0
176,2023-01-01 00:02:56,452.94,0.64,3.83,0
177,2023-01-01 00:02:57,25.34,0.18,2.97,0
178,2023-01-01 00:02:58,45.99,0.13,4.46,0
179,2023-01-01 00:02:59,304.26,0.05,2.02,0
180,2023-01-01 00:03:00,208.44,0.5,3.05,0
181,2023-01-01 00:03:01,32.19,0.71,1.65,0
182,2023-01-01 00:03:02,289.43,0.66,0.65,0
183,2023-01-01 00:03:03,72.29,0.37,2.84,0
184,2023-01-01 00:03:04,79.92,0.79,1.81,0
185,2023-01-01 00:03:05,340.78,0.84,2.01,1
186,2023-01-01 00:03:06,416.79,0.98,3.36,1
187,2023-01-01 00:03:07,341.07,0.83,3.22,0
188,2023-01-01 00:03:08,453.0,0.08,4.85,1
189,2023-01-01 00:03:09,123.4,0.29,3.82,0
190,2023-01-01 00:03:10,47.67,0.84,0.87,0
191,2023-01-01 00:03:11,292.9,0.4,3.63,0
192,2023-01-01 00:03:12,339.09,0.15,1.27,0
193,2023-01-01 00:03:13,495.55,0.29,0.44,0
194,2023-01-01 00:03:14,479.7,0.96,4.94,1
195,2023-01-01 00:03:15,450.17,0.64,1.95,0
196,2023-01-01 00:03:16,37.16,0.44,3.77,0
197,2023-01-01 00:03:17,182.32,0.27,2.77,0
198,2023-01-01 00:03:18,399.65,0.87,2.42,0
199,2023-01-01 00:03:19,256.37,0.87,3.89,0
200,2023-01-01 00:03:20,428.07,0.08,4.66,0
201,2023-01-01 00:03:21,121.4,0.81,2.76,0
202,2023-01-01 00:03:22,438.42,0.51,0.24,0
203,2023-01-01 00:03:23,282.96,0.15,3.08,0
204,2023-01-01 00:03:24,261.61,0.24,2.76,0
205,2023-01-01 00:03:25,99.04,0.92,1.31,0
206,2023-01-01 00:03:26,92.12,0.9,4.09,0
207,2023-01-01 00:03:27,432.42,0.38,1.22,0
208,2023-01-01 00:03:28,354.3,0.34,4.57,0
209,2023-01-01 00:03:29,234.64,0.33,3.99,1
210,2023-01-01 00:03:30,151.9,0.08,4.04,0
211,2023-01-01 00:03:31,447.51,0.08,1.15,0
212,2023-01-01 00:03:32,179.38,0.42,2.66,0
213,2023-01-01 00:03:33,183.02,0.01,3.03,0
214,2023-01-01 00:03:34,466.08,0.69,2.98,0
215,2023-01-01 00:03:35,271.48,0.42,2.36,0
216,2023-01-01 00:03:36,231.08,0.59,1.98,0
217,2023-01-01 00:03:37,252.18,0.72,2.74,0
218,2023-01-01 00:03:38,402.91,0.23,1.7,0
219,2023-01-01 00:03:39,287.33,0.11,0.5,0
220,2023-01-01 00:03:40,292.46,0.68,1.8,1
221,2023-01-01 00:03:41,336.08,0.17,4.66,0
222,2023-01-01 00:03:42,96.23,0.5,2.29,0
223,2023-01-01 00:03:43,272.32,0.04,1.14,0
224,2023-01-01 00:03:44,433.12,0.69,4.97,0
225,2023-01-01 00:03:45,479.36,0.79,2.34,0
226,2023-01-01 00:03:46,433.21,0.33,2.08,0
227,2023-01-01 00:03:47,293.4,0.35,1.36,0
228,2023-01-01 00:03:48,482.54,0.17,3.71,1
229,2023-01-01 00:03:49,206.84,0.15,0.4,0
230,2023-01-01 00:03:50,305.81,0.46,2.77,0
231,2023-01-01 00:03:51,197.28,0.0,3.77,0
232,2023-01-01 00:03:52,142.16,0.83,1.42,0
233,2023-01-01 00:03:53,480.79,0.32,4.71,0
234,2023-01-01 00:03:54,29.35,0.58,1.2,0
235,2023-01-01 00:03:55,115.97,0.51,3.71,0
236,2023-01-01 00:03:56,89.02,0.3,2.59,0
237,2023-01-01 00:03:57,372.01,0.54,1.52,1
238,2023-01-01 00:03:58,334.24,0.5,3.36,0
239,2023-01-01 00:03:59,243.86,0.31,3.3,0
240,2023-01-01 00:04:00,24.34,0.14,0.17,0
241,2023-01-01 00:04:01,286.75,0.7,3.65,0
242,2023-01-01 00:04:02,208.44,0.56,3.34,0
243,2023-01-01 00:04:03,155.03,0.56,3.64,0
244,2023-01-01 00:04:04,172.05,0.53,0.87,0
245,2023-01-01 00:04:05,331.96,0.66,1.25,0
246,2023-01-01 00:04:06,55.54,0.23,3.41,0
247,2023-01-01 00:04:07,86.57,0.09,2.89,0
248,2023-01-01 00:04:08,158.95,0.66,3.99,0
249,2023-01-01 00:04:09,74.96,0.4,2.05,0
250,2023-01-01 00:04:10,201.15,0.24,3.14,0
251,2023-01-01 00:04:11,95.19,0.88,3.73,0
252,2023-01-01 00:04:12,289.82,0.73,0.35,0
253,2023-01-01 00:04:13,399.13,0.27,4.74,1
254,2023-01-01 00:04:14,296.86,0.6,4.04,0
255,2023-01-01 00:04:15,455.2,0.21,2.75,0
256,2023-01-01 00:04:16,356.1,0.59,2.69,0
257,2023-01-01 00:04:17,191.22,0.71,3.23,0
258,2023-01-01 00:04:18,440.71,0.05,1.19,0
259,2023-01-01 00:04:19,197.55,0.57,2.62,0
260,2023-01-01 00:04:20,177.81,0.31,0.4,0
261,2023-01-01 00:04:21,31.0,0.71,0.07,0
262,2023-01-01 00:04:22,324.83,0.97,3.58,0
263,2023-01-01 00:04:23,50.93,0.42,4.12,0
264,2023-01-01 00:04:24,182.7,0.08,0.2,1
265,2023-01-01 00:04:25,436.47,0.09,0.27,1
266,2023-01-01 00:04:26,326.78,0.51,0.56,0
267,2023-01-01 00:04:27,265.79,0.46,3.47,0
268,2023-01-01 00:04:28,306.05,0.75,3.88,0
269,2023-01-01 00:04:29,188.27,0.86,2.24,0
270,2023-01-01 00:04:30,330.19,0.77,2.23,0
271,2023-01-01 00:04:31,193.41,0.89,0.93,0
272,2023-01-01 00:04:32,347.68,0.05,1.14,0
273,2023-01-01 00:04:33,217.15,0.53,2.37,0
274,2023-01-01 00:04:34,19.25,0.4,4.24,0
275,2023-01-01 00:04:35,361.58,0.13,4.46,0
276,2023-01-01 00:04:36,342.6,0.28,4.55,0
277,2023-01-01 00:04:37,239.63,0.11,0.69,0
278,2023-01-01 00:04:38,139.45,0.27,1.66,0
279,2023-01-01 00:04:39,282.39,0.53,4.61,0
280,2023-01-01 00:04:40,189.23,0.16,4.17,0
281,2023-01-01 00:04:41,293.48,0.22,3.12,0
282,2023-01-01 00:04:42,186.02,0.84,4.44,1
283,2023-01-01 00:04:43,184.96,0.97,4.03,0
284,2023-01-01 00:04:44,478.49,0.95,4.62,1
285,2023-01-01 00:04:45,288.16,0.6,3.57,1
286,2023-01-01 00:04:46,420.13,0.74,2.9,0
287,2023-01-01 00:04:47,358.25,0.8,2.46,0
288,2023-01-01 00:04:48,489.89,0.42,3.6,1
289,2023-01-01 00:04:49,105.68,0.41,4.39,0
290,2023-01-01 00:04:50,236.9,0.48,3.57,0
291,2023-01-01 00:04:51,334.83,0.72,1.62,0
292,2023-01-01 00:04:52,194.08,0.92,2.97,0
293,2023-01-01 00:04:53,56.48,0.4,0.6,0
294,2023-01-01 00:04:54,216.73,0.2,4.92,0
295,2023-01-01 00:04:55,119.45,0.73,4.88,0
296,2023-01-01 00:04:56,256.05,0.87,0.84,0
297,2023-01-01 00:04:57,53.74,0.34,2.1,0
298,2023-01-01 00:04:58,224.83,0.45,2.64,0
299,2023-01-01 00:04:59,399.59,0.26,2.45,0
300,2023-01-01 00:05:00,217.44,0.42,1.87,0
301,2023-01-01 00:05:01,82.62,0.57,1.99,0
302,2023-01-01 00:05:02,158.83,0.31,4.43,0
303,2023-01-01 00:05:03,159.16,0.67,2.7,0
304,2023-01-01 00:05:04,372.93,0.04,3.16,0
305,2023-01-01 00:05:05,295.08,0.9,1.68,0
306,2023-01-01 00:05:06,243.06,0.54,0.92,0
307,2023-01-01 00:05:07,357.09,0.99,2.94,1
308,2023-01-01 00:05:08,176.55,0.42,1.44,0
309,2023-01-01 00:05:09,433.2,0.51,4.95,0
310,2023-01-01 00:05:10,403.72,0.52,4.91,0
311,2023-01-01 00:05:11,62.92,0.36,3.6,0
312,2023-01-01 00:05:12,277.43,0.71,0.73,0
313,2023-01-01 00:05:13,366.66,0.76,1.62,0
314,2023-01-01 00:05:14,169.17,0.81,4.61,0
315,2023-01-01 00:05:15,275.09,0.02,3.93,0
316,2023-01-01 00:05:16,139.13,0.88,4.69,0
317,2023-01-01 00:05:17,481.42,0.11,0.49,0
318,2023-01-01 00:05:18,312.6,0.07,0.78,0
319,2023-01-01 00:05:19,373.42,0.73,1.07,0
320,2023-01-01 00:05:20,375.72,0.45,1.67,0
321,2023-01-01 00:05:21,250.82,0.76,3.31,0
322,2023-01-01 00:05:22,484.1,0.74,4.27,1
323,2023-01-01 00:05:23,368.05,0.22,1.73,0
324,2023-01-01 00:05:24,215.18,0.82,2.8,0
325,2023-01-01 00:05:25,372.02,0.82,4.05,1
326,2023-01-01 00:05:26,158.61,0.44,3.5,0
327,2023-01-01 00:05:27,491.44,0.43,2.05,0
328,2023-01-01 00:05:28,250.74,0.23,4.43,0
329,2023-01-01 00:05:29,210.81,0.59,0.08,0
330,2023-01-01 00:05:30,80.34,0.52,4.78,0
331,2023-01-01 00:05:31,185.04,0.47,0.02,0
332,2023-01-01 00:05:32,382.58,0.58,1.7,0
333,2023-01-01 00:05:33,196.42,0.89,3.63,0
334,2023-01-01 00:05:34,442.61,0.23,1.2,0
335,2023-01-01 00:05:35,147.6,0.53,4.86,0
336,2023-01-01 00:05:36,430.54,0.78,0.95,0
337,2023-01-01 00:05:37,222.48,0.41,2.03,0
338,2023-01-01 00:05:38,35.64,0.47,2.8,0
339,2023-01-01 00:05:39,183.26,0.43,4.77,0
340,2023-01-01 00:05:40,237.44,0.8,0.67,1
341,2023-01-01 00:05:41,258.56,0.44,4.89,0
342,2023-01-01 00:05:42,328.2,0.73,3.2,0
343,2023-01-01 00:05:43,383.39,0.58,2.97,0
344,2023-01-01 00:05:44,496.62,0.48,0.4,0
345,2023-01-01 00:05:45,118.12,0.89,3.78,0
346,2023-01-01 00:05:46,160.26,0.79,3.6,0
347,2023-01-01 00:05:47,368.43,0.28,3.71,0
348,2023-01-01 00:05:48,164.13,0.46,4.89,0
349,2023-01-01 00:05:49,370.57,0.61,2.53,0
350,2023-01-01 00:05:50,323.06,0.11,0.45,0
351,2023-01-01 00:05:51,53.39,0.94,2.13,0
352,2023-01-01 00:05:52,372.07,0.61,0.23,0
353,2023-01-01 00:05:53,56.98,0.15,2.25,0
354,2023-01-01 00:05:54,406.62,0.97,3.79,0
355,2023-01-01 00:05:55,322.01,0.36,4.88,0
356,2023-01-01 00:05:56,52.59,0.52,0.56,0
357,2023-01-01 00:05:57,114.59,0.5,2.23,0
358,2023-01-01 00:05:58,112.32,0.62,4.27,1
359,2023-01-01 00:05:59,131.28,0.81,4.12,0
360,2023-01-01 00:06:00,321.65,0.09,1.19,0
361,2023-01-01 00:06:01,110.62,0.65,4.53,1
362,2023-01-01 00:06:02,190.59,0.34,2.03,0
363,2023-01-01 00:06:03,391.6,0.05,4.38,0
364,2023-01-01 00:06:04,214.87,0.96,4.7,0
365,2023-01-01 00:06:05,256.6,0.98,1.88,0
366,2023-01-01 00:06:06,368.46,0.78,0.21,0
367,2023-01-01 00:06:07,422.78,0.53,2.93,0
368,2023-01-01 00:06:08,120.62,0.84,1.35,1
369,2023-01-01 00:06:09,497.32,0.28,2.59,0
370,2023-01-01 00:06:10,99.7,0.1,3.96,0
371,2023-01-01 00:06:11,375.94,0.5,3.08,0
372,2023-01-01 00:06:12,198.26,0.81,4.84,1
373,2023-01-01 00:06:13,253.15,0.16,2.52,0
374,2023-01-01 00:06:14,285.71,0.58,1.35,0
375,2023-01-01 00:06:15,440.58,0.74,1.83,0
376,2023-01-01 00:06:16,429.98,0.15,0.28,0
377,2023-01-01 00:06:17,429.34,0.16,0.33,0
378,2023-01-01 00:06:18,335.86,0.57,0.04,0
379,2023-01-01 00:06:19,275.28,0.05,1.8,0
380,2023-01-01 00:06:20,442.63,0.43,4.2,0
381,2023-01-01 00:06:21,308.19,0.13,4.14,0
382,2023-01-01 00:06:22,97.14,0.28,1.53,0
383,2023-01-01 00:06:23,312.16,0.46,0.75,0
384,2023-01-01 00:06:24,492.66,0.15,2.58,0
385,2023-01-01 00:06:25,301.9,0.34,0.71,0
386,2023-01-01 00:06:26,486.11,0.11,4.33,0
387,2023-01-01 00:06:27,259.81,0.01,0.57,0
388,2023-01-01 00:06:28,64.5,0.44,0.67,0
389,2023-01-01 00:06:29,66.26,0.15,3.01,1
390,2023-01-01 00:06:30,413.96,0.45,2.43,1
391,2023-01-01 00:06:31,454.05,0.09,4.25,0
392,2023-01-01 00:06:32,125.85,0.33,1.63,0
393,2023-01-01 00:06:33,53.17,0.51,1.3,0
394,2023-01-01 00:06:34,23.29,0.66,2.03,0
395,2023-01-01 00:06:35,171.02,0.38,3.89,0
396,2023-01-01 00:06:36,26.67,0.47,2.85,0
397,2023-01-01 00:06:37,95.89,0.86,0.4,0
398,2023-01-01 00:06:38,446.6,0.37,3.57,0
399,2023-01-01 00:06:39,356.25,0.4,3.46,0
400,2023-01-01 00:06:40,16.34,0.69,1.45,1
401,2023-01-01 00:06:41,15.99,0.29,1.02,0
402,2023-01-01 00:06:42,113.33,0.17,1.96,0
403,2023-01-01 00:06:43,205.9,0.53,3.96,0
404,2023-01-01 00:06:44,421.76,0.68,2.61,0
405,2023-01-01 00:06:45,68.89,0.28,4.96,0
406,2023-01-01 00:06:46,298.63,0.62,2.77,0
407,2023-01-01 00:06:47,19.34,0.23,4.87,0
408,2023-01-01 00:06:48,32.34,0.61,1.52,0
409,2023-01-01 00:06:49,97.55,0.42,2.19,0
410,2023-01-01 00:06:50,188.88,0.16,1.36,0
411,2023-01-01 00:06:51,157.72,0.92,4.89,0
412,2023-01-01 00:06:52,498.83,0.94,0.72,1
413,2023-01-01 00:06:53,366.0,0.42,0.61,0
414,2023-01-01 00:06:54,410.02,0.77,4.45,0
415,2023-01-01 00:06:55,374.72,0.02,1.08,0
416,2023-01-01 00:06:56,139.46,0.82,2.08,0
417,2023-01-01 00:06:57,251.35,0.16,1.64,0
418,2023-01-01 00:06:58,368.76,0.28,0.87,0
419,2023-01-01 00:06:59,107.49,0.24,0.45,0
420,2023-01-01 00:07:00,198.61,0.39,2.35,0
421,2023-01-01 00:07:01,176.42,0.86,3.93,0
422,2023-01-01 00:07:02,242.14,0.26,3.01,0
423,2023-01-01 00:07:03,337.2,0.79,1.7,0
424,2023-01-01 00:07:04,107.37,0.24,1.05,0
425,2023-01-01 00:07:05,239.89,0.04,1.85,0
426,2023-01-01 00:07:06,464.8,0.64,4.2,0
427,2023-01-01 00:07:07,350.74,0.24,1.88,1
428,2023-01-01 00:07:08,495.08,0.78,1.2,0
429,2023-01-01 00:07:09,321.55,0.76,1.01,0
430,2023-01-01 00:07:10,483.19,0.73,1.17,0
431,2023-01-01 00:07:11,460.92,0.66,4.78,0
432,2023-01-01 00:07:12,426.47,0.05,3.47,0
433,2023-01-01 00:07:13,335.62,0.41,3.17,0
434,2023-01-01 00:07:14,11.09,0.3,0.32,1
435,2023-01-01 00:07:15,463.79,0.99,2.89,1
436,2023-01-01 00:07:16,263.31,0.32,1.05,1
437,2023-01-01 00:07:17,408.02,0.95,0.65,0
438,2023-01-01 00:07:18,156.29,0.04,0.45,0
439,2023-01-01 00:07:19,366.56,0.06,0.18,0
440,2023-01-01 00:07:20,445.43,0.91,2.49,0
441,2023-01-01 00:07:21,474.72,0.3,3.13,0
442,2023-01-01 00:07:22,450.49,0.53,4.75,0
443,2023-01-01 00:07:23,496.71,0.94,0.79,0
444,2023-01-01 00:07:24,121.6,0.83,1.27,0
445,2023-01-01 00:07:25,380.35,0.17,3.49,0
446,2023-01-01 00:07:26,413.8,0.47,4.37,0
447,2023-01-01 00:07:27,209.4,0.56,0.7,0
448,2023-01-01 00:07:28,474.4,0.42,2.38,0
449,2023-01-01 00:07:29,226.4,0.77,0.73,0
450,2023-01-01 00:07:30,36.33,0.88,3.43,0
451,2023-01-01 00:07:31,423.19,0.07,4.41,0
452,2023-01-01 00:07:32,487.61,0.75,2.06,0
453,2023-01-01 00:07:33,473.78,0.98,0.67,0
454,2023-01-01 00:07:34,276.15,0.22,2.3,0
455,2023-01-01 00:07:35,425.53,0.34,1.36,0
456,2023-01-01 00:07:36,175.6,0.57,0.02,0
457,2023-01-01 00:07:37,83.49,0.83,2.75,0
458,2023-01-01 00:07:38,283.94,0.09,0.23,0
459,2023-01-01 00:07:39,111.37,0.13,4.9,0
460,2023-01-01 00:07:40,375.56,0.9,3.65,0
461,2023-01-01 00:07:41,361.25,0.88,0.71,0
462,2023-01-01 00:07:42,185.55,0.42,0.83,0
463,2023-01-01 00:07:43,365.23,0.48,0.97,0
464,2023-01-01 00:07:44,363.79,0.92,1.4,0
465,2023-01-01 00:07:45,52.61,0.07,3.57,0
466,2023-01-01 00:07:46,107.35,0.48,2.04,0
467,2023-01-01 00:07:47,228.11,0.52,0.94,0
468,2023-01-01 00:07:48,457.76,0.8,3.31,0
469,2023-01-01 00:07:49,183.44,0.05,4.0,0
470,2023-01-01 00:07:50,278.89,0.25,0.96,1
471,2023-01-01 00:07:51,168.83,0.69,0.98,0
472,2023-01-01 00:07:52,409.73,0.29,2.17,0
473,2023-01-01 00:07:53,333.46,0.19,4.94,0
474,2023-01-01 00:07:54,126.34,0.77,2.17,0
475,2023-01-01 00:07:55,421.91,0.95,3.54,1
476,2023-01-01 00:07:56,447.61,0.51,2.57,0
477,2023-01-01 00:07:57,198.56,0.66,3.67,0
478,2023-01-01 00:07:58,385.79,0.98,1.9,0
479,2023-01-01 00:07:59,34.58,0.45,4.3,0
480,2023-01-01 00:08:00,94.6,0.14,3.02,0
481,2023-01-01 00:08:01,82.87,0.85,3.66,0
